"points","all_attributes","date_day","date_period","date_nswprice","date_nswdemand","date_vicprice","date_vicdemand","date_transfer","day_period","day_nswprice","day_nswdemand","day_vicprice","day_vicdemand","day_transfer","period_nswprice","period_nswdemand","period_vicprice","period_vicdemand","period_transfer","nswprice_nswdemand","nswprice_vicprice","nswprice_vicdemand","nswprice_transfer","nswdemand_vicprice","nswdemand_vicdemand","nswdemand_transfer","vicprice_vicdemand","vicprice_transfer","vicdemand_transfer"
"528","0.9999999999999999","1.0","0.0","0.25","0.41666666666666663","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.33333333333333337","0.5208333333333335","0.0","0.0","0.0","0.5416666666666667","0.25","0.25","0.25","0.4166666666666667","0.41666666666666663","0.4166666666666667","0.0","0.0","0.0"
"576","1.0000000000000002","1.0","0.0","0.14583333333333331","0.22916666666666666","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.18750000000000006","0.2708333333333333","0.0","0.0","0.0","0.25","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.22916666666666666","0.22916666666666666","0.22916666666666666","0.0","0.0","0.0"
"624","1.0","1.0","0.0","0.25","0.5833333333333333","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.31250000000000006","0.5833333333333334","0.0","0.0","0.0","0.6666666666666667","0.25","0.25","0.25","0.5833333333333334","0.5833333333333333","0.5833333333333333","0.0","0.0","0.0"
"672","0.9999999999999996","1.0","0.0","0.27083333333333337","0.10416666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.27083333333333337","0.22916666666666666","0.0","0.0","0.0","0.2916666666666667","0.27083333333333337","0.27083333333333337","0.27083333333333337","0.10416666666666667","0.10416666666666667","0.10416666666666667","0.0","0.0","0.0"
"720","0.9999999999999998","1.0","0.0","0.041666666666666685","0.10416666666666667","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.041666666666666664","0.12500000000000003","0.0","0.0","0.0","0.14583333333333334","0.041666666666666685","0.041666666666666685","0.041666666666666685","0.10416666666666667","0.10416666666666669","0.10416666666666667","0.0","0.0","0.0"
"768","1.0","1.0","0.0","0.4375","0.16666666666666669","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.5208333333333334","0.16666666666666666","0.0","0.0","0.0","0.5208333333333334","0.4375","0.4375","0.4375","0.16666666666666669","0.16666666666666669","0.16666666666666669","0.0","0.0","0.0"
"816","0.9999999999999999","1.0","0.0","0.10416666666666669","0.041666666666666644","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.35416666666666663","0.10416666666666669","0.0","0.0","0.0","0.22916666666666669","0.10416666666666669","0.10416666666666669","0.10416666666666669","0.041666666666666644","0.041666666666666644","0.041666666666666644","0.0","0.0","0.0"
"864","0.9999999999999999","1.0","0.0","0.41666666666666663","0.41666666666666663","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.43749999999999994","0.5","0.0","0.0","0.0","0.6666666666666666","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.0","0.0","0.0"
"912","1.0","1.0","0.0","0.0","0.22916666666666669","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.041666666666666664","0.31249999999999994","0.0","0.0","0.0","0.22916666666666666","0.0","0.0","0.0","0.22916666666666669","0.22916666666666666","0.22916666666666669","0.0","0.0","0.0"
"960","0.9999999999999999","1.0","0.0","0.0625","0.5625","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0625","0.6041666666666667","0.0","0.0","0.0","0.5625","0.0625","0.0625","0.0625","0.5625","0.5625000000000001","0.5625","0.0","0.0","0.0"
"1008","1.0000000000000002","1.0","0.0","0.7916666666666666","0.0625","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.7916666666666667","0.18750000000000003","0.0","0.0","0.0","0.7916666666666666","0.7916666666666666","0.7916666666666666","0.7916666666666666","0.0625","0.0625","0.0625","0.0","0.0","0.0"
"1056","0.9999999999999999","1.0","0.0","0.0625","0.041666666666666685","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.22916666666666669","0.041666666666666664","0.0","0.0","0.0","0.20833333333333331","0.0625","0.0625","0.0625","0.041666666666666685","0.041666666666666685","0.041666666666666685","0.0","0.0","0.0"
"1104","0.9999999999999997","1.0","0.0","0.08333333333333336","0.08333333333333334","0.0","0.0","0.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.20833333333333334","0.10416666666666667","0.0","0.0","0.0","0.25","0.08333333333333336","0.08333333333333336","0.08333333333333336","0.08333333333333334","0.08333333333333334","0.08333333333333334","0.0","0.0","0.0"
"1152","0.9999999999999997","1.0","0.0","0.041666666666666706","0.10416666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.04166666666666666","0.125","0.0","0.0","0.0","0.14583333333333334","0.041666666666666706","0.041666666666666706","0.041666666666666706","0.10416666666666667","0.10416666666666667","0.10416666666666667","0.0","0.0","0.0"
"1200","0.9999999999999999","1.0","0.0","0.1041666666666667","0.4166666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.37500000000000006","0.5416666666666667","0.0","0.0","0.0","0.6458333333333335","0.10416666666666671","0.10416666666666671","0.10416666666666671","0.4166666666666667","0.41666666666666663","0.4166666666666667","0.0","0.0","0.0"
"1248","0.9999999999999999","1.0","0.0","0.08333333333333331","0.12500000000000003","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.4583333333333334","0.22916666666666663","0.0","0.0","0.0","0.375","0.08333333333333331","0.08333333333333331","0.08333333333333331","0.125","0.12500000000000003","0.125","0.0","0.0","0.0"
"1296","0.9999999999999998","1.0","0.0","0.16666666666666669","0.41666666666666663","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.375","0.5625","0.0","0.0","0.0","0.4791666666666667","0.16666666666666669","0.16666666666666669","0.16666666666666669","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.0","0.0","0.0"
"1344","0.9999999999999999","1.0","0.0","0.16666666666666663","0.14583333333333331","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.3541666666666667","0.22916666666666666","0.0","0.0","0.0","0.35416666666666663","0.16666666666666663","0.16666666666666663","0.16666666666666663","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.0","0.0","0.0"
"1392","1.0000000000000002","1.0","0.0","0.16666666666666666","0.10416666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.1875","0.18749999999999997","0.0","0.0","0.0","0.35416666666666674","0.16666666666666669","0.16666666666666666","0.16666666666666666","0.10416666666666667","0.10416666666666667","0.10416666666666667","0.0","0.0","0.0"
"1440","0.9999999999999997","1.0","0.0","0.020833333333333356","0.12499999999999999","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.08333333333333331","0.1666666666666667","0.0","0.0","0.0","0.22916666666666663","0.020833333333333356","0.020833333333333356","0.020833333333333356","0.125","0.125","0.12499999999999999","0.0","0.0","0.0"
"1488","1.0","1.0","0.0","0.08333333333333329","0.06249999999999999","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.10416666666666666","0.08333333333333334","0.0","0.0","0.0","0.12499999999999999","0.08333333333333329","0.08333333333333329","0.08333333333333329","0.06249999999999999","0.06249999999999999","0.06249999999999999","0.0","0.0","0.0"
"1536","1.0","1.0","0.0","0.3125","0.35416666666666663","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.31250000000000006","0.4166666666666667","0.0","0.0","0.0","0.49999999999999994","0.3125","0.3125","0.3125","0.35416666666666663","0.35416666666666663","0.35416666666666663","0.0","0.0","0.0"
"1584","0.9999999999999996","1.0","0.0","0.04166666666666666","0.14583333333333337","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.125","0.2083333333333333","0.0","0.0","0.0","0.2708333333333333","0.04166666666666666","0.04166666666666666","0.04166666666666666","0.14583333333333331","0.14583333333333334","0.14583333333333334","0.0","0.0","0.0"
"1632","1.0000000000000002","1.0","0.0","0.3541666666666666","0.12499999999999999","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.39583333333333337","0.16666666666666666","0.0","0.0","0.0","0.35416666666666663","0.35416666666666663","0.3541666666666666","0.35416666666666663","0.12499999999999999","0.12499999999999997","0.12499999999999999","0.0","0.0","0.0"
"1680","0.9999999999999998","1.0","0.0","0.18750000000000006","0.4583333333333333","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999998","1.0","1.0","1.0","0.2916666666666667","0.5208333333333334","0.0","0.0","0.0","0.5","0.18750000000000006","0.18750000000000006","0.18750000000000006","0.4583333333333333","0.4583333333333333","0.4583333333333333","0.0","0.0","0.0"
"1728","0.9999999999999999","1.0","0.0","0.2916666666666667","0.08333333333333334","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.29166666666666663","0.14583333333333334","0.0","0.0","0.0","0.3541666666666667","0.2916666666666667","0.2916666666666667","0.29166666666666663","0.08333333333333334","0.08333333333333336","0.08333333333333334","0.0","0.0","0.0"
"1776","0.9999999999999998","1.0","0.0","0.02083333333333335","0.08333333333333334","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.0625","0.08333333333333334","0.0","0.0","0.0","0.125","0.02083333333333335","0.02083333333333335","0.02083333333333335","0.08333333333333334","0.08333333333333334","0.08333333333333334","0.0","0.0","0.0"
"1824","1.0000000000000002","1.0","0.0","0.3541666666666667","0.125","0.0","0.0","0.0","0.9999999999999999","1.0","1.0000000000000002","1.0","1.0","1.0","0.3958333333333333","0.12499999999999997","0.0","0.0","0.0","0.37499999999999994","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.125","0.125","0.125","0.0","0.0","0.0"
"1872","0.9999999999999999","1.0","0.0","0.062499999999999986","0.4166666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.22916666666666669","0.43750000000000006","0.0","0.0","0.0","0.45833333333333326","0.062499999999999986","0.062499999999999986","0.062499999999999986","0.4166666666666667","0.41666666666666663","0.4166666666666667","0.0","0.0","0.0"
"1920","0.9999999999999999","1.0","0.0","0.3333333333333333","0.14583333333333331","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.37499999999999994","0.2708333333333334","0.0","0.0","0.0","0.39583333333333326","0.3333333333333333","0.3333333333333333","0.33333333333333337","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.0","0.0","0.0"
"1968","1.0","1.0","0.0","0.6041666666666669","0.375","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.6041666666666666","0.47916666666666674","0.0","0.0","0.0","0.6875000000000001","0.6041666666666667","0.6041666666666667","0.6041666666666667","0.37500000000000006","0.375","0.375","0.0","0.0","0.0"
"2016","1.0","1.0","0.0","0.1875","0.20833333333333331","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.2916666666666667","0.22916666666666669","0.0","0.0","0.0","0.33333333333333337","0.1875","0.18750000000000003","0.1875","0.20833333333333331","0.20833333333333337","0.20833333333333337","0.0","0.0","0.0"
"2064","0.9999999999999998","1.0","0.0","0.8333333333333335","0.041666666666666685","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.8333333333333334","0.06249999999999999","0.0","0.0","0.0","0.8541666666666667","0.8333333333333335","0.8333333333333334","0.8333333333333334","0.041666666666666685","0.041666666666666685","0.041666666666666685","0.0","0.0","0.0"
"2112","0.9999999999999999","1.0","0.0","0.12499999999999997","0.04166666666666668","0.0","0.0","0.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.43750000000000006","0.041666666666666664","0.0","0.0","0.0","0.24999999999999997","0.12499999999999997","0.12499999999999997","0.12499999999999997","0.04166666666666668","0.04166666666666668","0.04166666666666668","0.0","0.0","0.0"
"2160","0.9999999999999998","1.0","0.0","0.125","0.0","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.37500000000000006","0.041666666666666664","0.0","0.0","0.0","0.22916666666666663","0.125","0.12500000000000003","0.125","0.0","0.0","0.0","0.0","0.0","0.0"
"2208","0.9999999999999996","1.0","0.0","0.6666666666666667","0.39583333333333337","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.7499999999999999","0.4583333333333334","0.0","0.0","0.0","0.8333333333333335","0.6666666666666667","0.6666666666666667","0.6666666666666667","0.39583333333333337","0.3958333333333333","0.39583333333333337","0.0","0.0","0.0"
"2256","1.0","1.0","0.0","0.25","0.12500000000000003","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5208333333333333","0.20833333333333331","0.0","0.0","0.0","0.3958333333333333","0.24999999999999997","0.25","0.24999999999999997","0.125","0.12500000000000003","0.125","0.0","0.0","0.0"
"2304","1.0","1.0","0.0","0.4375","0.5208333333333334","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.47916666666666663","0.5208333333333333","0.0","0.0","0.0","0.6250000000000001","0.4375","0.4375","0.4375","0.5208333333333334","0.5208333333333334","0.5208333333333334","0.0","0.0","0.0"
"2352","0.9999999999999997","1.0","0.0","0.5416666666666667","0.1875","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.6666666666666667","0.27083333333333337","0.0","0.0","0.0","0.6041666666666667","0.5416666666666666","0.5416666666666667","0.5416666666666667","0.1875","0.1875","0.1875","0.0","0.0","0.0"
"2400","0.9999999999999998","1.0","0.0","0.3541666666666667","0.08333333333333334","0.0","0.0","0.0","1.0","1.0","1.0000000000000002","1.0","1.0","1.0","0.3541666666666667","0.125","0.0","0.0","0.0","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.08333333333333334","0.08333333333333334","0.08333333333333334","0.0","0.0","0.0"
"2448","1.0","1.0","0.0","0.20833333333333331","0.0625","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.2708333333333333","0.14583333333333331","0.0","0.0","0.0","0.25","0.20833333333333334","0.20833333333333331","0.20833333333333331","0.0625","0.0625","0.0625","0.0","0.0","0.0"
"2496","1.0","1.0","0.0","0.29166666666666663","0.04166666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.33333333333333337","0.10416666666666666","0.0","0.0","0.0","0.33333333333333337","0.29166666666666663","0.2916666666666667","0.29166666666666663","0.04166666666666667","0.04166666666666667","0.04166666666666667","0.0","0.0","0.0"
"2544","1.0000000000000002","1.0","0.0","0.125","0.39583333333333337","0.0","0.0","0.0","1.0","1.0","1.0000000000000002","1.0","1.0","1.0","0.27083333333333337","0.4166666666666667","0.0","0.0","0.0","0.4583333333333334","0.125","0.125","0.125","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.0","0.0","0.0"
"2592","1.0","1.0","0.0","0.35416666666666674","0.25","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.4374999999999999","0.29166666666666663","0.0","0.0","0.0","0.5000000000000001","0.35416666666666674","0.35416666666666674","0.35416666666666674","0.25","0.25","0.25","0.0","0.0","0.0"
"2640","0.9999999999999998","1.0","0.0","0.375","0.5416666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.5625","0.5625000000000001","0.0","0.0","0.0","0.7083333333333334","0.375","0.375","0.375","0.5416666666666666","0.5416666666666667","0.5416666666666666","0.0","0.0","0.0"
"2688","0.9999999999999997","1.0","0.0","0.5","0.16666666666666666","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5625","0.1875","0.0","0.0","0.0","0.5208333333333333","0.5","0.5","0.5","0.16666666666666666","0.16666666666666663","0.16666666666666666","0.0","0.0","0.0"
"2736","0.9999999999999998","1.0","0.0","0.5416666666666666","0.10416666666666669","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.6041666666666666","0.16666666666666666","0.0","0.0","0.0","0.5833333333333335","0.5416666666666666","0.5416666666666665","0.5416666666666665","0.10416666666666669","0.10416666666666669","0.10416666666666669","0.0","0.0","0.0"
"2784","0.9999999999999998","1.0","0.0","0.12499999999999996","0.020833333333333332","0.0","0.0","0.0","0.9999999999999999","1.0","1.0000000000000002","1.0","1.0","1.0","0.25","0.0625","0.0","0.0","0.0","0.16666666666666666","0.12499999999999996","0.12499999999999996","0.12499999999999996","0.020833333333333332","0.020833333333333332","0.020833333333333332","0.0","0.0","0.0"
"2832","0.9999999999999999","1.0","0.0","0.20833333333333331","0.08333333333333337","0.0","0.0","0.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","0.4375","0.1875","0.0","0.0","0.0","0.2916666666666667","0.20833333333333331","0.20833333333333331","0.20833333333333331","0.08333333333333337","0.08333333333333338","0.08333333333333337","0.0","0.0","0.0"
"2880","0.9999999999999998","1.0","0.0","0.8124999999999999","0.43749999999999994","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.8125000000000001","0.47916666666666674","0.0","0.0","0.0","0.8124999999999998","0.8124999999999999","0.8124999999999999","0.8125","0.4375","0.43749999999999994","0.4375","0.0","0.0","0.0"
"2928","1.0","1.0","0.0","0.0625","0.18749999999999997","0.0","0.0","0.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.10416666666666667","0.22916666666666663","0.0","0.0","0.0","0.18749999999999997","0.0625","0.0625","0.0625","0.18749999999999997","0.18749999999999997","0.18749999999999997","0.0","0.0","0.0"
"2976","0.9999999999999999","1.0","0.0","0.47916666666666663","0.5208333333333333","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.5208333333333333","0.5625","0.0","0.0","0.0","0.5625","0.47916666666666663","0.47916666666666663","0.47916666666666663","0.5208333333333333","0.5208333333333333","0.5208333333333333","0.0","0.0","0.0"
"3024","0.9999999999999996","1.0","0.0","0.41666666666666663","0.1875","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.5208333333333334","0.20833333333333334","0.0","0.0","0.0","0.5208333333333334","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.1875","0.1875","0.1875","0.0","0.0","0.0"
"3072","1.0","1.0","0.0","0.39583333333333337","0.14583333333333331","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.39583333333333337","0.14583333333333331","0.0","0.0","0.0","0.45833333333333337","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.0","0.0","0.0"
"3120","0.9999999999999997","1.0","0.0","0.49999999999999994","0.04166666666666665","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.5208333333333333","0.04166666666666667","0.0","0.0","0.0","0.5208333333333333","0.49999999999999994","0.5","0.5","0.04166666666666665","0.04166666666666665","0.04166666666666665","0.0","0.0","0.0"
"3168","1.0","1.0","0.0","0.1875","0.020833333333333343","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.45833333333333337","0.020833333333333325","0.0","0.0","0.0","0.3125","0.18750000000000003","0.18750000000000003","0.1875","0.020833333333333343","0.020833333333333343","0.020833333333333343","0.0","0.0","0.0"
"3216","1.0","1.0","0.0","0.41666666666666663","0.2916666666666667","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.43750000000000006","0.35416666666666663","0.0","0.0","0.0","0.47916666666666663","0.41666666666666663","0.41666666666666663","0.4166666666666667","0.2916666666666667","0.29166666666666663","0.29166666666666663","0.0","0.0","0.0"
"3264","0.9999999999999998","1.0","0.0","0.16666666666666669","0.18749999999999994","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.29166666666666663","0.2708333333333333","0.0","0.0","0.0","0.33333333333333337","0.16666666666666669","0.16666666666666666","0.16666666666666666","0.1875","0.18749999999999997","0.18749999999999994","0.0","0.0","0.0"
"3312","0.9999999999999998","1.0","0.0","0.25","0.4791666666666667","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.3125","0.49999999999999994","0.0","0.0","0.0","0.5625000000000001","0.25","0.25","0.25","0.4791666666666667","0.4791666666666667","0.4791666666666667","0.0","0.0","0.0"
"3360","0.9999999999999997","1.0","0.0","0.3333333333333333","0.08333333333333334","0.0","0.0","0.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","0.35416666666666663","0.125","0.0","0.0","0.0","0.4583333333333333","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.08333333333333334","0.08333333333333334","0.08333333333333334","0.0","0.0","0.0"
"3408","1.0","1.0","0.0","0.22916666666666666","0.02083333333333333","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.2708333333333333","0.02083333333333333","0.0","0.0","0.0","0.2916666666666667","0.22916666666666666","0.22916666666666666","0.22916666666666666","0.02083333333333333","0.02083333333333333","0.02083333333333333","0.0","0.0","0.0"
"3456","0.9999999999999999","1.0","0.0","0.22916666666666666","0.16666666666666669","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.33333333333333337","0.16666666666666666","0.0","0.0","0.0","0.3541666666666667","0.22916666666666666","0.22916666666666666","0.22916666666666666","0.16666666666666669","0.16666666666666666","0.16666666666666669","0.0","0.0","0.0"
"3504","1.0","1.0","0.0","0.625","0.14583333333333331","0.0","0.0","0.0","0.9999999999999999","1.0","1.0000000000000002","1.0","1.0","1.0","0.875","0.16666666666666666","0.0","0.0","0.0","0.7708333333333333","0.625","0.625","0.625","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.0","0.0","0.0"
"3552","0.9999999999999998","1.0","0.0","0.125","0.41666666666666663","0.0","0.0","0.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.25","0.5208333333333334","0.0","0.0","0.0","0.5","0.125","0.125","0.125","0.4166666666666667","0.4166666666666667","0.41666666666666663","0.0","0.0","0.0"
"3600","0.9999999999999998","1.0","0.0","0.16666666666666663","0.16666666666666666","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.20833333333333337","0.22916666666666666","0.0","0.0","0.0","0.2916666666666667","0.16666666666666663","0.16666666666666663","0.16666666666666663","0.16666666666666666","0.16666666666666666","0.16666666666666663","0.0","0.0","0.0"
"3648","0.9999999999999998","1.0","0.0","0.16666666666666663","0.43749999999999994","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.16666666666666669","0.5208333333333334","0.0","0.0","0.0","0.5","0.16666666666666663","0.16666666666666663","0.16666666666666663","0.43749999999999994","0.4375","0.43749999999999994","0.0","0.0","0.0"
"3696","0.9999999999999998","1.0","0.0","0.06250000000000003","0.20833333333333337","0.0","0.0","0.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.14583333333333331","0.22916666666666669","0.0","0.0","0.0","0.22916666666666669","0.06250000000000003","0.06250000000000003","0.06250000000000003","0.20833333333333334","0.20833333333333334","0.20833333333333337","0.0","0.0","0.0"
